venue_name,event_type,expected_attendance,temperature,humidity,rainfall,transport_delay_score,road_congestion_score,crowd_density_score,hospital_distance_km,police_station_distance_km,accessibility_score,social_media_risk_score,final_crisis_risk_score,risk_level,recommended_action
The Gabba,Closing Ceremony,20419,28.68,67.78,0.94,20,23,2,6.59,5.33,76,1,54.97,Low,Continue normal monitoring.
The Gabba,Paralympic Event,60152,21.71,69.89,24.55,67,44,74,10.01,2.5,64,48,90.85,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Cycling,47145,36.18,70.09,23.08,39,16,59,7.7,3.13,98,71,91.28,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Cycling,59068,23.32,59.11,0.91,61,16,100,9.22,5.69,54,50,92.38,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Closing Ceremony,17207,18.96,45.53,5.02,25,80,55,10.68,7.35,90,12,69.15,Medium,Increase monitoring and prepare support teams.
Victoria Park,Opening Ceremony,15060,37.68,80.75,14.09,62,51,9,12.24,8.45,66,11,93.04,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Basketball,9781,29.41,87.01,13.29,13,77,2,6.36,2.04,42,85,81.08,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Swimming,51539,22.83,65.52,23.89,98,50,31,9.15,3.52,74,82,90.7,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Closing Ceremony,62771,19.86,67.41,15.96,55,35,53,7.05,5.26,50,69,79.37,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Basketball,71266,32.74,61.18,3.68,27,22,47,1.31,8.08,79,5,63.73,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Swimming,20739,20.53,57.8,0.44,85,34,46,10.71,5.18,57,30,81.77,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Cycling,42997,23.37,64.39,24.98,59,22,94,13.21,2.55,69,89,102.57,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Tennis,82338,33.5,42.13,13.61,14,58,2,5.3,2.2,56,82,73.17,Medium,Increase monitoring and prepare support teams.
Brisbane Convention Centre,Closing Ceremony,61964,37.15,52.5,6.59,71,68,6,10.12,4.12,76,55,94.19,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Basketball,7019,30.89,50.28,29.9,79,92,99,14.17,7.35,96,47,117.66,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Opening Ceremony,9131,30.87,68.51,14.02,99,12,45,7.28,5.95,55,78,97.29,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Opening Ceremony,35788,35.51,79.08,28.3,99,32,35,11.97,2.96,66,71,109.83,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Cycling,62439,33.31,62.14,26.42,6,67,36,5.57,7.23,64,41,77.65,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Closing Ceremony,79420,27.86,78.22,28.43,44,26,51,3.54,8.9,41,4,72.43,Medium,Increase monitoring and prepare support teams.
The Gabba,Swimming,46552,37.55,81.4,5.35,37,78,46,11.6,4.69,68,56,106.87,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Cycling,78567,21.48,67.46,20.86,42,3,55,8.35,8.51,95,2,61.82,Medium,Increase monitoring and prepare support teams.
The Gabba,Closing Ceremony,39986,30.08,83.39,9.74,15,50,74,5.54,8.83,40,89,95.26,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Cycling,15681,28.26,67.22,5.39,48,41,26,2.15,5.69,60,23,66.92,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Basketball,33114,34.05,79.5,7.36,95,91,47,9.67,8.7,79,76,115.19,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Closing Ceremony,80726,22.93,73.24,12.28,81,99,62,0.67,3.36,94,38,82.36,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Paralympic Event,54222,35.53,85.19,7.98,9,70,84,14.26,9.99,62,56,112.3,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Closing Ceremony,47197,23.73,77.03,16.19,3,87,22,0.83,7.03,66,2,54.13,Low,Continue normal monitoring.
South Bank Parklands,Paralympic Event,72664,24.24,35.69,2.88,20,99,52,9.15,1.33,93,56,79.12,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Opening Ceremony,61880,20.21,60.73,2.13,2,1,15,2.55,8.42,46,4,37.49,Low,Continue normal monitoring.
RNA Showgrounds,Paralympic Event,19817,29.66,57.09,28.47,84,59,58,9.54,5.81,59,33,97.67,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Athletics,50499,21.78,73.56,8.72,80,44,85,11.02,2.68,93,53,96.2,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Closing Ceremony,55029,25.72,74.28,2.09,83,12,46,9.22,5.85,89,52,84.64,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Basketball,64768,26.97,69.44,4.39,90,59,59,10.26,8.34,66,80,105.17,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Paralympic Event,71033,31.67,36.08,22.07,67,89,3,4.25,7.3,84,3,69.34,Medium,Increase monitoring and prepare support teams.
Victoria Park,Cycling,47220,25.2,60.58,20.7,61,96,59,13.81,8.24,55,6,96.79,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Opening Ceremony,39129,20.12,41.17,8.74,9,72,76,11.42,1.51,86,80,82.45,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Paralympic Event,67963,19.99,54.98,15.04,87,68,44,3.1,6.65,44,48,78.28,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Tennis,84233,19.48,60.56,18.47,81,53,11,8.41,9.53,54,6,67.47,Medium,Increase monitoring and prepare support teams.
Brisbane Entertainment Centre,Athletics,53704,23.76,43.82,16.34,76,47,81,10.62,6.43,50,83,100.97,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Cycling,75959,23.52,46.96,7.63,12,43,46,14.12,6.88,92,89,80.95,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Cycling,73811,37.58,44.48,10.72,33,86,57,14.03,3.95,74,74,110.26,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Opening Ceremony,83413,33.49,36.86,17.79,82,35,95,4.71,7.97,57,59,101.33,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Cycling,49406,18.67,60.86,28.63,46,64,66,5.4,3.44,41,4,71.43,Medium,Increase monitoring and prepare support teams.
Victoria Park,Opening Ceremony,77105,23.5,62.89,23.59,57,78,83,1.55,7.06,60,93,91.76,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Swimming,22131,18.21,59.16,25.3,64,58,14,6.33,1.47,41,64,70.72,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Basketball,84509,32.26,43.67,7.57,98,57,61,4.48,5.7,80,42,93.68,High,"Deploy additional transport, security, and medical support."
Victoria Park,Cycling,14745,26.42,38.77,15.32,67,21,23,11.97,5.35,79,5,70.62,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Athletics,34520,32.16,43.43,27.44,20,61,9,4.01,4.29,48,67,71.77,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Closing Ceremony,73476,22.56,61.96,10.75,78,49,3,7.66,2.45,97,7,62.91,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Cycling,68220,36.07,40.74,29.48,80,100,61,4.71,2.07,63,38,102.11,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Cycling,40421,19.43,56.43,22.25,2,31,34,12.14,4.56,56,67,67.99,Medium,Increase monitoring and prepare support teams.
Victoria Park,Closing Ceremony,35482,34.87,72.86,8.85,44,86,73,3.38,9.4,52,41,98.74,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Closing Ceremony,39722,27.67,62.56,9.65,43,22,5,2.85,4.46,74,28,56.81,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Cycling,21292,23.75,43.9,7.48,9,78,23,8.66,9.48,99,38,63.13,Medium,Increase monitoring and prepare support teams.
The Gabba,Swimming,22443,23.25,37.16,9.16,77,41,44,6.47,6.0,61,92,83.43,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Swimming,42317,31.96,56.34,4.8,20,99,1,14.25,1.15,46,19,85.53,High,"Deploy additional transport, security, and medical support."
The Gabba,Paralympic Event,51870,32.43,39.11,27.43,12,2,89,7.2,4.42,86,2,72.23,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Athletics,47903,37.34,59.13,11.8,49,77,84,3.5,9.05,43,35,102.23,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Swimming,63215,22.14,45.98,15.19,10,26,13,3.0,0.53,88,9,39.66,Low,Continue normal monitoring.
RNA Showgrounds,Cycling,23413,21.76,82.28,7.73,57,12,49,7.73,2.54,75,70,78.5,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Opening Ceremony,70930,33.86,42.3,15.56,4,71,68,14.51,8.3,96,25,91.34,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Closing Ceremony,55955,23.37,81.31,9.41,100,5,18,9.27,7.02,76,72,82.6,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Swimming,25605,33.36,58.39,13.72,94,88,79,10.06,3.82,53,76,121.73,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Paralympic Event,74963,24.9,40.86,14.76,43,66,67,14.79,2.85,40,16,91.84,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Opening Ceremony,14416,18.04,74.92,19.71,14,65,74,3.61,6.52,45,52,72.65,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Paralympic Event,21738,27.54,80.24,8.14,18,70,30,7.96,2.94,99,99,83.57,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Cycling,48923,36.76,64.83,23.05,35,26,71,7.78,0.69,48,83,101.81,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Closing Ceremony,37577,18.76,61.85,21.36,59,0,4,6.51,9.34,53,72,59.85,Medium,Increase monitoring and prepare support teams.
Brisbane Entertainment Centre,Closing Ceremony,62987,27.33,51.79,12.88,98,6,12,14.8,5.57,75,13,80.71,High,"Deploy additional transport, security, and medical support."
The Gabba,Closing Ceremony,51815,33.55,87.64,20.9,75,24,66,7.77,3.11,54,95,109.01,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Athletics,41820,31.57,45.91,14.82,50,17,57,8.28,7.83,87,1,75.44,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Paralympic Event,15857,36.33,37.75,4.66,15,85,63,12.26,8.66,97,45,96.2,Critical,Activate emergency response plan and redirect crowd movement.
